"entity_id","canonical_metabolite","KEGG_ID","Pathway"
"IK_GIPZQCAVEQRWOM-IKJFKDIMSA-N","PC aa C38:1","C00157","alpha-Linolenic acid metabolism"
"IK_GJRXIEGNAMFGOV-VEOGPPBOSA-N","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)","C00157","alpha-Linolenic acid metabolism"
"IK_GPWHCUUIQMGELX-VHQDNGOZSA-N","PC 32:2","C00157","alpha-Linolenic acid metabolism"
"IK_GQQALHZKRGXRTO-AEMURDCYSA-N","PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z))","C00157","alpha-Linolenic acid metabolism"
"IK_IESVDEZGAHUQJU-ZLBXKVHBSA-N","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00157","alpha-Linolenic acid metabolism"
"IK_IJPRFXKJWFQONJ-UHFFFAOYSA-N","Desmethyltetrahydropiperine sulfate","C00157","alpha-Linolenic acid metabolism"
"IK_IORKBJYFXXCDMP-GMGFYYQASA-N","PC(18:2(9Z,12Z)/14:0)","C00157","alpha-Linolenic acid metabolism"
"IK_IPMVHVDAYPUFKH-WYRBGLKBSA-N","PC(16:1(9Z)/16:0)","C00157","alpha-Linolenic acid metabolism"
"IK_JAVWFBAAZSHHAD-HCYAGMRRSA-N","PC(16:0/20:4(8Z,11Z,14Z,17Z))","C00157","alpha-Linolenic acid metabolism"
"IK_JHMWTEQGLBMSLG-DMHZMEFUSA-N","GPCho(20:3/20:3)","C00157","alpha-Linolenic acid metabolism"
"IK_JLIPBVWMWUWERT-HNQUOIGGSA-N","Hydroxydesmethylpiperine sulfate","C00157","alpha-Linolenic acid metabolism"
"IK_JPIJQSOTBSSVTP-GBXIJSLDSA-N","isothreonic acid","C00157","alpha-Linolenic acid metabolism"
"IK_KNHXCLGABLNNRN-FFSDQCCLSA-N","PC O-34:4|PC O-16:2_18:2","C00157","alpha-Linolenic acid metabolism"
"IK_LJARBVLDSOWRJT-PSXMRANNSA-N","PC(15:0/15:0)","C00157","alpha-Linolenic acid metabolism"
"IK_LYFMZJCIGLZMJF-IRSYNFPBSA-N","PE(P-16:0/22:2(13Z,16Z))","C00157","alpha-Linolenic acid metabolism"
"IK_LZCOQTDXKCNBEE-RUTJIGONSA-N","3-Oxa-9-azoniatricyclo[3.3.1.02,4]nonane, 9-ethyl-7-hydroxy-9-methyl-","C00157","alpha-Linolenic acid metabolism"
"IK_LZLVZIFMYXDKCN-QJWFYWCHSA-N","GPCho(20:4/20:4)","C00157","alpha-Linolenic acid metabolism"
"IK_LZRYNUIYHHQTRL-NBZVOYHKSA-N","Lisinopril, epsilon-biotinamidocaproyl-","C00157","alpha-Linolenic acid metabolism"
"IK_MROJXXOCABQVEF-UHFFFAOYSA-N","Actarit","C00157","alpha-Linolenic acid metabolism"
"IK_MRPDHXXPDCVBPQ-AATRIKPKSA-N","(3S,5R,6S,7E,9x)-7-Megastigmene-3,6,9-triol 9-glucoside","C00157","alpha-Linolenic acid metabolism"
"IK_MRUAUOIMASANKQ-UHFFFAOYSA-N","Cocamidopropyl Betaine","C00157","alpha-Linolenic acid metabolism"
"IK_NCBOXCFFSWALMZ-XTNBEGJDSA-N","Bergenin Pentaacetate","C00157","alpha-Linolenic acid metabolism"
"IK_NCGLTZSBTFVVAW-KNXRZYMVSA-N","Minaxolone","C00157","alpha-Linolenic acid metabolism"
"IK_NRJAVPSFFCBXDT-HUESYALOSA-N","phosphatidylcholine","C00157","alpha-Linolenic acid metabolism"
"IK_PLOUQIGEQKCKHG-UHFFFAOYSA-N","3-Methylazelaic acid","C00157","alpha-Linolenic acid metabolism"
"IK_PNEJUHLZEPRMHF-UHFFFAOYSA-N","6-Hydroxypentadecanedioic acid","C00157","alpha-Linolenic acid metabolism"
"IK_PWSKCIUNCJJBIX-RXDOKCLVSA-N","PG(5-iso PGF2VI/a-13:0)","C00157","alpha-Linolenic acid metabolism"
"IK_PXVMEXBCFJTGCL-RCHUDCCISA-N","N-Eicosapentaenoyl Phenylalanine","C00157","alpha-Linolenic acid metabolism"
"IK_QHVMVGMCKWPDHT-UHFFFAOYSA-N","Fluorescein thiohydantoin","C00157","alpha-Linolenic acid metabolism"
"IK_QKAITYIDZJJULL-UHFFFAOYSA-N","2-[(5-bromopyridin-2-yl)amino]-4-methyl-N-propyl-1,3-thiazole-5-carboxamide","C00157","alpha-Linolenic acid metabolism"
"IK_QKNCKSQAXGWPIK-FOWTUZBSSA-N","Caffeoylcycloartenol","C00157","alpha-Linolenic acid metabolism"
"IK_RAGZUCNPTLULOL-KQJPBSFVSA-N","3-Feruloylquinic acid","C00157","alpha-Linolenic acid metabolism"
"IK_RALVCBWUWHJOGL-OPMJLWCUSA-N","Myricatomentoside I","C00157","alpha-Linolenic acid metabolism"
"IK_RFHSOKOVHMEMLA-JCMJOHBISA-N","TG 46:2","C00157","alpha-Linolenic acid metabolism"
"IK_RFPQMVKZNQOUGY-KXYOHKLBSA-N","PE O-16:1_18:1","C00157","alpha-Linolenic acid metabolism"
"IK_RRKQXBKNDQFCNC-MTGPGUOHSA-N","1-alpha-methyl-5-alpha-androstan-3-alpha,17-beta-diol glucuronide","C00157","alpha-Linolenic acid metabolism"
"IK_RRTYEHFGQWNQKK-KIQAWMAPSA-N","12-Keto-tetrahydro-leukotriene B4","C00157","alpha-Linolenic acid metabolism"
"IK_SPURMHFLEKVAAS-UHFFFAOYSA-N","Docosene","C00157","alpha-Linolenic acid metabolism"
"IK_SUWZHLCNFQWNPE-LATRNWQMSA-N","Ethylhydrocupreine","C00157","alpha-Linolenic acid metabolism"
"IK_VGSSUFQMXBFFTM-METNKUIYSA-N","(3beta,5alpha,6beta,24R)-Stigmastane-3,5,6-triol","C00157","alpha-Linolenic acid metabolism"
"IK_VHMKGBYCXDBNFU-CVWCHQOZSA-N","4'-Methoxymucidin","C00157","alpha-Linolenic acid metabolism"
"IK_VIHYIVKEECZGOU-UHFFFAOYSA-N","1-Acetylimidazole","C00157","alpha-Linolenic acid metabolism"
"IK_VYZAGTDAHUIRQA-WHFBIAKZSA-N","Ala-Glu","C00157","alpha-Linolenic acid metabolism"
"IK_VZJHQHUOVIDRCF-UHFFFAOYSA-N","3-Isolongifolol","C00157","alpha-Linolenic acid metabolism"
"IK_WAAPEIZFCHNLKK-PELKAZGASA-N","(2R,4S)-2-Aminoformyl-6-fluoro-spiro[chroman-4,4'-imidazolidine]-2',5'-dione","C00157","alpha-Linolenic acid metabolism"
"IK_WCFPKRXBSJDTMS-LGVIUEQGSA-N","FA 19:1","C00157","alpha-Linolenic acid metabolism"
"IK_WCRMUYBCGFGNRR-LTFXTMEVSA-N","PC O-42:4","C00157","alpha-Linolenic acid metabolism"
"IK_WSJBSKRPKADYRQ-UHFFFAOYSA-N","4-Formylaminoantipyrine","C00157","alpha-Linolenic acid metabolism"
"IK_WTIIULQJLZEHGZ-AWFVSMACSA-L","(2R,3S)-2,3-dimethylmalate","C00157","alpha-Linolenic acid metabolism"
"IK_WYIMORDZGCUBAA-UHFFFAOYSA-N","LPC 19:0","C00157","alpha-Linolenic acid metabolism"
"IK_WYVKPHCYMTWUCW-UHFFFAOYSA-N","Cysteinyl-Threonine","C00157","alpha-Linolenic acid metabolism"
"IK_XEUPFPHHPCQXFV-UHFFFAOYSA-N","Panaquinquecol 7","C00157","alpha-Linolenic acid metabolism"
"IK_XGILAAMKEQUXLS-UHFFFAOYSA-N","Indolelactic acid","C00157","alpha-Linolenic acid metabolism"
"IK_XMIFBEZRFMTGRL-TURQNECASA-N","5-Taurinomethyl-2-thiouridine","C00157","alpha-Linolenic acid metabolism"
"IK_XMYFJYXXQPMWED-VQHVLOKHSA-N","5-Hydroxydec-6-enoylcarnitine","C00157","alpha-Linolenic acid metabolism"
"IK_YACHGFWEQXFSBS-XYERBDPFSA-N","Leptomycin B","C00157","alpha-Linolenic acid metabolism"
"IK_YBAFDPFAUTYYRW-YUMQZZPRSA-N","Glutamylleucine","C00157","alpha-Linolenic acid metabolism"
"IK_YVPPHAUZYVAQNM-UHFFFAOYSA-N","2-Piperidinecarboxamide, 1-butyl-N-(4-hydroxy-2,6-dimethylphenyl)-","C00157","alpha-Linolenic acid metabolism"
"IK_ZEZUHTUTOUOANR-JCGOJSMZSA-N","SM 40:1;2O|SM 18:1;2O/22:0","C00157","alpha-Linolenic acid metabolism"
"IK_ZRKZFNZPJKEWPC-UHFFFAOYSA-N","DDAO","C00157","alpha-Linolenic acid metabolism"
"IK_ZSTCZWJCLIRCOJ-DGCLKSJQSA-N","Zilpaterol","C00157","alpha-Linolenic acid metabolism"
"IK_MHDVGSVTJDSBDK-UHFFFAOYSA-N","Dibenzyl ether","C05270","Fatty acid elongation"
"IK_VJNPDLZENXBRLB-MQEDXBOASA-N","PC ae C38:5","C05276","Fatty acid elongation"
"IK_QWUWMCYKGHVNAV-UHFFFAOYSA-N","1,2-Diphenylethane","C05260","Fatty acid elongation"
"IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N","Palmitic acid","C00249","Fatty acid elongation"
"IK_HLAWVOWADPNAGN-BAHZUFOISA-N","Delta8,14-Sterol","C11508","Steroid biosynthesis"
"IK_MYVYPSWUSKCCHG-UHFFFAOYSA-N","Tryptophyl-Serine","C15808","Steroid biosynthesis"
"IK_HVYWMOMLDIMFJA-DPAQBDIFSA-N","Cholesterol","C00187","Steroid biosynthesis"
"IK_JHIWIFRQJXLNEU-GSQAGGHASA-N","4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol","C22112","Steroid biosynthesis"
"IK_PLSQMGZYOGSOCE-XINAWCOVSA-N","Dihydroneopterin phosphate","C04895","Folate biosynthesis"
"IK_ZHCKPJGJQOPTLB-UHFFFAOYSA-N","methylimidazoleacetic acid; aif; ce0; corrdec","C00268","Folate biosynthesis"
"IK_QNAYBMKLOCPYGJ-REOHCLBHSA-N","L-Alanine","C00041","Selenocompound metabolism"
"IK_XBDQKXXYIPTUBI-UHFFFAOYSA-N","Propionic Acid","C00041","Selenocompound metabolism"
"IK_PMTMAFAPLCGXGK-JMTMCXQRSA-N","12-oxo-PDA","C00092","Inositol phosphate metabolism"
"IK_VFLYULAVOFVIAM-RRDRPCBCSA-N","1-(4-O-beta-D-glucopyranosyl-3-methoxyphenyl)-3,5-dihydroxydecane","C00092","Inositol phosphate metabolism"
"IK_CDAISMWEOUEBRE-GPIVLXJGSA-N","myo-inositol","C00137","Inositol phosphate metabolism"
"IK_CDAISMWEOUEBRE-UHFFFAOYSA-N","Myoinositol","C00137","Inositol phosphate metabolism"
"IK_ZKRFOXLVOKTUTA-KQYNXXCUSA-N","6-Thioinosine-5'-monophosphate","C04646","Drug metabolism - other enzymes"
"IK_BPZXYEUJBFHASJ-UUOKFMHZSA-N","6-Thioguanosine monophosphate","C16619","Drug metabolism - other enzymes"
"IK_SXHQUGJSTGOXMD-UHFFFAOYSA-N","6-Thiourate","C16613","Drug metabolism - other enzymes"
"IK_AJTJVNKPLZTLHV-RJJHQZCFSA-N","PE(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_ANRKEHNWXKCXDB-BHFWLYLHSA-N","PE 38:4","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_BLHQFTDZMFXXHV-LLPREHSBSA-N","GPEtn(22:5/16:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_CGGKIILOLKTYHS-LJGQSTEHSA-N","GPEtn(16:1/22:5)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_CZOSTDZGCCEZTJ-WMHOIYFHSA-N","PE 16:0_16::1","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_DRIVXEVMDWCWLI-CAQMIEAISA-N","PE(16:0/20:4(5Z,8Z,11Z,14Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_DUQDVNACTOXOJA-KTKXOIIHSA-N","PE 36:4","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_FHQVHHIBKUMWTI-OTMQOFQLSA-N","PE 34:1","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_FLWFZAGAZMHZQM-IVWGLPAOSA-N","PE(24:1(15Z)/15:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_FXGOEHDEIHUMCP-XNGCGXPYSA-N","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_FXYFFYOQPWNFJZ-XGKJNDTMSA-N","PE(15:0/20:2(11Z,14Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_GUMSBNXGPBAONF-UBRVPYPMSA-N","PE(20:3(8Z,11Z,14Z)/24:1(15Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_HMARMWSETGYKDK-AOGVJQIJSA-N","PE(14:0/18:2(9Z,12Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_HNFSZKRUPTYBOQ-ZDYOIFAYSA-N","PE(18:0/22:4(7Z,10Z,13Z,16Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_IJBIDDAZNYQSCP-VEHBBKSSSA-N","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_KHLRCNXJXSYNCK-ZIEHFRHMSA-N","GPEtn(16:0/20:5)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_KVMOASQARMCFEX-OBEJFMRTSA-N","PE(16:1(9Z)/P-18:1(9Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_LJIFHMULTXIFNU-KAMIUYGRSA-N","PE(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_LVNGJLRDBYCPGB-LDLOPFEMSA-N","PE(18:0/18:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_MEZHYUGWUQWXOK-QPPIDDCLSA-N","PGP(i-12:0/i-22:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_MFNAKLLYSPINFZ-UHFFFAOYSA-N","6-Methylpteridine-2,4-diamine","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_MJEVTNQRFPLLCH-QECOYPFHSA-N","DG(18:3(9Z,12Z,15Z)/15:0/0:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_MJZYBROJFJAPOE-UHFFFAOYSA-N","Stigmastanediol","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_MNMKDPGRWWQDGI-UHFFFAOYSA-N","Dillanoside","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_MPSATYYKSWVJNQ-NSZXNXEKSA-N","PA(6 keto-PGF1alpha/14:1(9Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_MUFCQFFNARPCRX-DAZBTBHLSA-N","DG(PGE2/16:0/0:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_MUMXFARPYQTTSL-BQBZGAKWSA-N","Met-Gln","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_NXYCBMGKNCJXIC-CNEMSGBDSA-N","Bz-Camp","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_NYLNHNDMNOPWAZ-ZLEFDVGRSA-N","Blumenol C glucoside","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_OISFHODBOQNZAG-IAGOWNOFSA-N","Floionolic acid","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_OJZPOIMVTVAAOR-LVGJWKLPSA-N","PC O-44:8 or PC 44:8e","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_OTSBKHHWSQYEHK-UHFFFAOYSA-N","1,3-Dimethylurate","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_OUDSFQBUEBFSPS-UHFFFAOYSA-N","N-(Carboxymethyl)-N-(2-((carboxymethyl)amino)ethyl)glycine","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_PBROMOQAZGFDHQ-GPQOMLTASA-N","SM d43:2","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_PHENTZNALBMCQD-UHFFFAOYSA-N","3-ureido-isobutyrate","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_PHOSLXGWIIWDIE-IUFKAHDJSA-N","SM 20:0;2O/18:2","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_QIBZFHLFHCIUOT-NPBIGWJUSA-N","PC 32:1","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_QIJPWSGHURHDHJ-UHFFFAOYSA-N","2-n-Propylthiazolidine-4-carboxylic acid","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_QVHPTAJAHUONLV-DYKIIFRCSA-N","5,16-Androstadien-3beta-ol","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_QVRLHIRFLRXFIW-MLDHBKOMSA-N","Vertilmicin","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_RDQUQBHPMYFYMX-XIWVQZPPSA-N","Imidazoleacetic acid ribotide","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_REAZZDPREXHWNV-UHFFFAOYSA-N","Aplysiatoxin, 17-debromo-","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_RWVIMCIPOAXUDG-UHFFFAOYSA-N","6,7-Dinitro-1,4-dihydroquinoxaline-2,3-dione","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_RXFPYNAVFFDUJE-UHFFFAOYSA-N","3-hydroxychlorpropamide","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_UCUNFLYVYCGDHP-BYPYZUCNSA-N","methionine sulfone","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_UCYPOAPUDLUXQX-VXOKBQSKSA-N","MG(22:2(13Z,16Z)/0:0/0:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_UQZHJQWIISKTJN-QUBZPPHQSA-N","Sulfosuccinimidyl 6-(biotinamido)hexanoate","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_URGVIWXYPWWBQO-UWEYSURVSA-N","LysoPE(P-18:1(9Z)/0:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_VHRUMKCAEVRUBK-WKELIDJCSA-N","PA(2:0/PGJ2)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_VISUXPRSUNICAX-VYEFPUSRSA-N","PC P-40:1 or PC O-40:2","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_WUUWGORPQFKFQN-XDVOZUNOSA-N","TG 54:2|TG 18:0_18:1_18:1","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_WVBBZEILYLXGFN-RBUKOAKNSA-N","Sphingosine 1-phosphate (d19:1-P)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_WWEKVOUOQUHVHS-UHFFFAOYSA-N","Phenytoin catechol","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_WWSWYXNVCBLWNZ-QIZQQNKQSA-N","Fluprostenol","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_XXHSJEOGEHODTB-CAGNHHNHSA-N","PA(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_XYWRZQQANNOTTD-UHFFFAOYSA-N","Glaucamine","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_YCXUCEXEMJPDRZ-UHFFFAOYSA-N","Ganoderic acid H","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_YDCKQKAUVJTIHE-UHFFFAOYSA-N","2-(2-Phenylimidazo[1,2-a]pyridin-8-yl)acetamide","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_YDNKGFDKKRUKPY-TURZORIXSA-N","C16-Ceramide","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_YEFJYYIIBNWRQV-UHFFFAOYSA-N","3-Diphosphoglyceric acid","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_YMGXOQLWSYJFSD-FALRGZJFSA-N","LysoPC(22:2(13Z,16Z)/0:0)","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_YMKZESHNWGNAIE-VNTVABMMSA-N","PE 36:6e","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_YYQVCMMXPIJVHY-ZOIJLGJPSA-N","LPC 20:2","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_ZAVCUVYFGQXSRX-FYWRMAATSA-N","Nummularine B","C00350","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N","Palmitic acid","C00249","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"IK_XZOBJEOEOJXQBF-UHFFFAOYSA-N","3-Methyl-5-propyl-2-furanundecanoic acid","C16595","Drug metabolism - cytochrome P450"
"IK_XZYNWDWRUDTDCH-UHFFFAOYSA-N","Heptanoylcholine","C16595","Drug metabolism - cytochrome P450"
"IK_YNLRDTBLEOQPQL-UHFFFAOYSA-N","MJDBISSN00000001","C16596","Drug metabolism - cytochrome P450"
"IK_YOILXOMTHPUMRG-TZMCWYRMSA-N","(4Ar,10bR)-rel-4-Propyl-2,3,4,4a,5,10b-hexahydrochromeno[4,3-b][1,4]oxazin-9-ol","C16596","Drug metabolism - cytochrome P450"
"IK_YPIQXPKZXKWWSZ-UHFFFAOYSA-N","5-Phenyl-1,3-oxazinane-2,4-dione","C16596","Drug metabolism - cytochrome P450"
"IK_IXYVBZOSGGJWCW-UHFFFAOYSA-N","Glycinexylidide","C16561","Drug metabolism - cytochrome P450"
"IK_VTXNIAJKDLEHGX-UHFFFAOYSA-N","2-Hydroxyfelbamate","C16582","Drug metabolism - cytochrome P450"
